iter	Logloss
194	0.5722620392
195	0.5720401001
196	0.5718153381
197	0.5716333008
198	0.5713638306
199	0.5712254333
200	0.5708318329
201	0.5703417969
202	0.5701285553
203	0.5698981476
204	0.5694506454
205	0.5691455841
206	0.5688781738
207	0.5684942627
208	0.5680838776
209	0.5677288055
210	0.5674340439
211	0.5672105026
212	0.5668815231
213	0.5665028381
214	0.5663573074
215	0.5660931396
216	0.5656332016
217	0.5652779007
218	0.5644992447
219	0.5643424225
220	0.5641788864
221	0.5639385986
222	0.56368927
223	0.5632728577
224	0.5628739166
225	0.5623606873
226	0.5621562195
227	0.5618531036
228	0.5615900421
229	0.561302681
230	0.5610377502
231	0.5606395721
232	0.5602902222
233	0.559943924
234	0.559598465
235	0.5593338776
236	0.5591526031
237	0.5588685226
238	0.5587138367
239	0.5584947968
240	0.5582976151
241	0.5581101227
242	0.5576905823
243	0.5573062134
244	0.5571192551
245	0.55680336
246	0.55667202
247	0.5565453339
248	0.5562878036
249	0.5559259796
250	0.5557124329
251	0.5554679871
252	0.5551604462
253	0.5549214172
254	0.5546884155
255	0.5545477676
256	0.5543175888
257	0.5538923645
258	0.5534255219
259	0.5530033493
260	0.5529227448
261	0.5525360107
262	0.5520963287
263	0.5519767761
264	0.551880188
265	0.5516317749
266	0.5513503647
267	0.550793457
268	0.5505578232
269	0.5503107452
270	0.5501548767
271	0.5497722626
272	0.5494683838
273	0.5491501617
274	0.5489385223
275	0.5486858749
276	0.5484272385
277	0.5481762314
278	0.5479185486
279	0.5476830292
280	0.5475251389
281	0.5472190475
282	0.5471085358
283	0.5467248535
284	0.5465417099
285	0.546021347
286	0.5457799911
287	0.5455039978
288	0.5451166534
289	0.5449283981
290	0.5448204041
291	0.5444001007
292	0.544293251
293	0.5440322495
294	0.5437918854
295	0.5434178925
296	0.5431705475
297	0.5427792358
298	0.5425955963
299	0.5423271942
300	0.5421583557
301	0.541714325
302	0.5415806961
303	0.5414029312
304	0.5411747742
305	0.540931778
306	0.5405199051
307	0.5403807449
308	0.5403006744
309	0.5400230026
310	0.5397362518
311	0.53953022
312	0.5393769455
313	0.5392299652
314	0.5390058136
315	0.538823204
316	0.5385916138
317	0.5383122253
318	0.5381613922
319	0.5377433014
320	0.537509079
321	0.5371696854
322	0.5370503616
323	0.5368455887
324	0.5366580582
325	0.5362979889
326	0.5361759567
327	0.5359157181
328	0.5357222748
329	0.5354359818
330	0.5352478027
331	0.5349903488
332	0.5348207855
333	0.5346846771
334	0.5343628311
335	0.5341894531
336	0.534017868
337	0.5336008835
338	0.5332508087
339	0.533094101
340	0.532853775
341	0.5327693939
342	0.5325240326
343	0.5323316956
344	0.5320359039
345	0.5319047546
346	0.5317953491
347	0.5316072083
348	0.5312896729
349	0.5310432434
350	0.5308329391
351	0.5305751038
352	0.5304109573
353	0.5301080322
354	0.5299232483
355	0.5295613098
356	0.5294469833
357	0.5291591263
358	0.5287861633
359	0.5286663055
360	0.5285036087
361	0.5282431793
362	0.527999382
363	0.5278591919
364	0.5276351929
365	0.5274811554
366	0.5272267914
367	0.5269835663
368	0.5269080734
369	0.5266600418
370	0.526414566
371	0.5262653732
372	0.5261860657
373	0.5260754013
374	0.5259474182
375	0.5258356094
376	0.5255683136
377	0.5254685974
378	0.5250246429
379	0.5247976303
380	0.5246589279
381	0.5244345474
382	0.524063797
383	0.5239323807
384	0.523789978
385	0.5236400604
386	0.5233634949
387	0.5231283569
388	0.5228923416
389	0.5226895905
390	0.5223374557
391	0.5221386719
392	0.5220314026
393	0.5218997192
394	0.5216914749
395	0.5214309692
396	0.5212398529
397	0.5209835052
398	0.5208502197
399	0.5206144333
400	0.5204174423
401	0.5201660919
402	0.5200645828
403	0.5198551178
404	0.5196652222
405	0.5194358826
406	0.5192177963
407	0.518985939
408	0.518811264
409	0.5186271286
410	0.5183122253
411	0.5180191803
412	0.5178175354
413	0.5176349258
414	0.5174200821
415	0.5170755768
416	0.5168504333
417	0.5167131042
418	0.5164371109
419	0.5162821198
420	0.5160837173
421	0.5159553146
422	0.5157079697
423	0.5156018066
424	0.5153144073
425	0.5151189804
426	0.5148575592
427	0.5146902084
428	0.5144935989
429	0.5141989517
430	0.5139110184
431	0.5137356567
432	0.5134760284
433	0.513264389
434	0.5131123352
435	0.512881546
436	0.5126794052
437	0.5125390244
438	0.5122598267
439	0.5120314407
440	0.5118967438
441	0.5117649841
442	0.5116522217
443	0.5114881516
444	0.5114245605
445	0.511342392
446	0.5112348175
447	0.5110477066
448	0.5108760452
449	0.510722084
450	0.5105825043
451	0.5104252243
452	0.5101579666
453	0.5099426651
454	0.5098221588
455	0.5096174622
456	0.5094132614
457	0.5092131042
458	0.5090101624
459	0.5089082336
460	0.5087944031
461	0.5086298752
462	0.5084696198
463	0.5083303833
464	0.507996788
465	0.5077410889
466	0.5074237823
467	0.5072584152
468	0.5070756912
469	0.5068388748
470	0.5066601944
471	0.5066226196
472	0.5064509583
473	0.5062327194
474	0.5059700775
475	0.5059164429
476	0.5055693054
477	0.5054405212
478	0.5053655243
479	0.5052095795
480	0.5050041199
481	0.504839592
482	0.5046619797
483	0.504491806
484	0.5042921829
485	0.5041712952
486	0.5040526199
487	0.5037658691
488	0.5036199188
489	0.5033830643
490	0.5032365417
491	0.5029963684
492	0.5027778625
493	0.5026574326
494	0.5024351501
495	0.5022328568
496	0.5020539474
497	0.5018052673
498	0.5014166641
499	0.5012151718
500	0.5011019897
501	0.5008275604
502	0.5005627823
503	0.5004214478
504	0.500103302
505	0.5000216675
506	0.4997727203
507	0.4996227264
508	0.4994599915
509	0.4993476105
510	0.4991799545
511	0.4989284515
512	0.4986547852
513	0.4983531189
514	0.4981134415
515	0.4979133224
516	0.4977510071
517	0.4976968002
518	0.4975374985
519	0.4973599243
520	0.4971804047
521	0.4969968033
522	0.4967976379
523	0.4965465927
524	0.4964793396
525	0.4963203049
526	0.4961206055
527	0.496009903
528	0.4958448029
529	0.4956699371
530	0.4954774857
531	0.4952159119
532	0.4950243759
533	0.4948637772
534	0.4947093964
535	0.4945416641
536	0.494305191
537	0.494103241
538	0.4939491272
539	0.4938266754
540	0.4936934662
541	0.4933820724
542	0.4931894684
543	0.4931209183
544	0.4929423904
545	0.4927806854
546	0.4926468658
547	0.4924229431
548	0.4922890472
549	0.4921772003
550	0.4920809174
551	0.4919368744
552	0.4917013168
553	0.4914103699
554	0.4912527466
555	0.4911004257
556	0.4909318161
557	0.4907530212
558	0.4905974579
559	0.4904562759
560	0.4903656387
561	0.4902420807
562	0.49010849
563	0.4899385071
564	0.4897429657
565	0.4896637344
566	0.4896163177
567	0.4893941498
568	0.4892273712
569	0.4890653992
570	0.4888988113
571	0.4886333084
572	0.4885301208
573	0.4884184647
574	0.4882646561
575	0.48814888
576	0.4879883575
577	0.4876695251
578	0.4875275803
579	0.4873685074
580	0.4872711945
581	0.487003479
582	0.4867980194
583	0.4866297913
584	0.4864571381
585	0.4862493896
586	0.4860252762
587	0.4857500839
588	0.4855841064
589	0.4854118347
590	0.485231781
591	0.4850603485
592	0.4849461365
593	0.4847780991
594	0.4846720505
595	0.4844305038
596	0.4843309784
597	0.4842404556
598	0.4840550232
599	0.4839626312
600	0.483731842
601	0.4835871887
602	0.4833527374
603	0.4832082367
604	0.4830092621
605	0.4828158951
606	0.4827098846
607	0.4825297928
608	0.4823591614
609	0.4822417831
610	0.482119751
611	0.4819994736
612	0.4816907501
613	0.4814848709
614	0.4813818359
615	0.4812634659
616	0.481106987
617	0.4809059143
618	0.4807474518
619	0.4806829834
620	0.4806147766
621	0.4803601837
622	0.4801555252
623	0.4800118256
624	0.4797674561
625	0.4796352386
626	0.4795130157
627	0.4793494797
628	0.4792388153
629	0.479092865
630	0.4788973236
631	0.4787825775
632	0.4786111069
633	0.4784230423
634	0.4782933807
635	0.478079834
636	0.4778840637
637	0.4775662613
638	0.4773987579
639	0.4771696854
640	0.4770770645
641	0.4768935394
642	0.4767124176
643	0.4765011215
644	0.4762533569
645	0.4759677124
646	0.4757464981
647	0.4754103088
648	0.475100441
649	0.474907074
650	0.4747941589
651	0.4746778488
652	0.4745120239
653	0.47427742
654	0.4740219498
655	0.4738027954
656	0.4735855103
657	0.4734467316
658	0.4733089066
659	0.4731938934
660	0.4729802322
661	0.4728591156
662	0.4726429749
663	0.4725325775
664	0.4723104858
665	0.4721566772
666	0.4719920349
667	0.4718447495
668	0.4716421509
669	0.4714574051
670	0.4712676239
671	0.4710456085
672	0.4706847763
673	0.4702947617
674	0.4701797867
675	0.4700614548
676	0.4698491287
677	0.4697307587
678	0.4695449829
679	0.4693527985
680	0.4691521835
681	0.4689690781
682	0.468818512
683	0.4686977768
684	0.468547821
685	0.4683571625
686	0.4682371902
687	0.4680017853
688	0.4678131104
689	0.4676066971
690	0.4674277496
691	0.4671845245
692	0.4669934845
693	0.4668027115
694	0.4666396713
695	0.4664862823
696	0.4663531494
697	0.4661535645
698	0.4658638763
699	0.4656903076
700	0.4655242157
701	0.4653294754
702	0.4651655579
703	0.4648917389
704	0.4646647263
705	0.4645513916
706	0.4642451477
707	0.4640695572
708	0.4639308929
709	0.4637941742
710	0.4637187958
711	0.4635887909
712	0.4632943344
713	0.4631062698
714	0.4629276657
715	0.4627713776
716	0.4625495148
717	0.4624051285
718	0.4622071457
719	0.4620558167
720	0.4618770599
721	0.4617778015
722	0.461590538
723	0.4614027405
724	0.4611625671
725	0.4609396362
726	0.4607418823
727	0.4605883026
728	0.4604312897
729	0.4603279114
730	0.4601569366
731	0.4599603271
732	0.4598678207
733	0.4596987915
734	0.4595549393
735	0.4592906952
736	0.4589550018
737	0.4587833786
738	0.4586234665
739	0.4584114075
740	0.4582372665
741	0.4580461884
742	0.4578012085
743	0.4576467896
744	0.4574523163
745	0.4571743011
746	0.456987381
747	0.4568369293
748	0.4565718842
749	0.4564679718
750	0.4562287903
751	0.4560526276
752	0.4558914185
753	0.4557932281
754	0.4556459808
755	0.455429306
756	0.4553028107
757	0.4551144409
758	0.4549026489
759	0.4546656799
760	0.4545270538
761	0.4543845367
762	0.4542657089
763	0.4540827942
764	0.4538748169
765	0.4537666702
766	0.4535680389
767	0.4533757401
768	0.4531116486
769	0.452833252
770	0.4526104736
771	0.4524716187
772	0.4522632599
773	0.4520841217
774	0.4519293213
775	0.4517380524
776	0.4514845276
777	0.4512928009
778	0.4510971832
779	0.4509051132
780	0.4506702423
781	0.4504680252
782	0.4502590942
783	0.4500468445
784	0.4498768616
785	0.4496876144
786	0.4493128967
787	0.449148407
788	0.4487878799
789	0.4486063385
790	0.448462944
791	0.448279953
792	0.4481217957
793	0.4479433441
794	0.4477987289
795	0.4476013947
796	0.4474081039
797	0.4471754456
798	0.446929512
799	0.4467625427
800	0.4465951538
801	0.4463999939
802	0.4461756897
803	0.4460327148
804	0.4458618927
805	0.4455710602
806	0.4453211212
807	0.444963913
808	0.4447087479
809	0.4445288849
810	0.4443497849
811	0.4441446304
812	0.4439875031
813	0.4437400055
814	0.4435350037
815	0.4433252716
816	0.4432019424
817	0.4430278397
818	0.4428390884
819	0.442661438
820	0.4424018478
821	0.4422250366
822	0.4421273422
823	0.4418244171
824	0.4415812683
825	0.4413530731
826	0.4412163925
827	0.4408107758
828	0.4405374908
829	0.4403893661
830	0.4402198792
831	0.4400313568
832	0.4398694229
833	0.4396706772
834	0.4393939209
835	0.4392675018
836	0.4390798569
837	0.438883667
838	0.4387848282
839	0.4386314392
840	0.4383695221
841	0.4381555557
842	0.4378304291
843	0.437665329
844	0.4374090576
845	0.437208252
846	0.4369605637
847	0.4367368317
848	0.4365659714
849	0.4364217377
850	0.4361616516
851	0.4359615326
852	0.4357221222
853	0.4354472351
854	0.4353210449
855	0.4351462936
856	0.4348782349
857	0.4346525574
858	0.4345160675
859	0.4342961502
860	0.4340546417
861	0.4339064789
862	0.4337446594
863	0.4335848236
864	0.433278656
865	0.4330880737
866	0.4328676605
867	0.4326812363
868	0.4324483109
869	0.4322673035
870	0.4320286179
871	0.431884346
872	0.4317228317
873	0.4314757156
874	0.4312406158
875	0.430935173
876	0.4306517029
877	0.4304350281
878	0.4301641083
879	0.430011673
880	0.4298028564
881	0.4296304703
882	0.4293971252
883	0.4290845108
884	0.4288957977
885	0.4286951828
886	0.4285452271
887	0.428328476
888	0.4281800079
889	0.427952919
890	0.4276567841
891	0.4274494934
892	0.4272281647
893	0.4270230484
894	0.4268764496
895	0.4267315292
896	0.4265955353
897	0.4263640594
898	0.4261332703
899	0.4258169556
900	0.4256794739
901	0.4254528809
902	0.4252276611
903	0.4250322342
904	0.4248215103
905	0.4246294403
906	0.4243648529
907	0.4241709137
908	0.4239809418
909	0.4237413025
910	0.4235446167
911	0.423418045
912	0.423212738
913	0.4229795837
914	0.4228422546
915	0.422705574
916	0.4225797272
917	0.4223023987
918	0.4220934296
919	0.4218736267
920	0.4215567017
921	0.421339035
922	0.421107254
923	0.4208518982
924	0.4206741714
925	0.4205351257
926	0.4204003143
927	0.4202130508
928	0.4200428391
929	0.4198127365
930	0.419681778
931	0.4195204926
932	0.419380455
933	0.4191476822
934	0.418874054
935	0.4186705017
936	0.4185102081
937	0.4183296204
938	0.4181713486
939	0.4180456543
940	0.4177590561
941	0.4175351715
942	0.4173527908
943	0.4171360779
944	0.4169366074
945	0.4167297363
946	0.4165356445
947	0.4164194489
948	0.4161699677
949	0.4159818268
950	0.4157606506
951	0.4154922485
952	0.4153294373
953	0.415033493
954	0.4147544098
955	0.4144787598
956	0.4142454529
957	0.4140552521
958	0.4138229752
959	0.4135243607
960	0.4132989502
961	0.4131803894
962	0.4129296875
963	0.4127301025
964	0.4126013947
965	0.4124739838
966	0.4122393036
967	0.4120415878
968	0.4119113159
969	0.4116078949
970	0.4114190674
971	0.4113131332
972	0.4111402512
973	0.4109642029
974	0.4108016205
975	0.410606575
976	0.4104737091
977	0.4103170776
978	0.4101905441
979	0.4100948334
980	0.4098500061
981	0.4096577835
982	0.4094674683
983	0.4093259048
984	0.4091411591
985	0.4089733505
986	0.4088413239
987	0.4085308456
988	0.4083690643
989	0.4081310272
990	0.4079388809
991	0.4077281189
992	0.4075495148
993	0.4073206711
994	0.4071912766
995	0.4070577621
996	0.4068492889
997	0.4067179108
998	0.4064673996
999	0.4063283539
